Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
92008,Hôtel de Ville de Nanterre,OUI,38,14,24,8,16,OUI,OUI,2020-05-29T10:43:30Z,"48.8923718983,2.20554895699",Nanterre,NA
7112,Quai d'Orsay - Invalides,OUI,18,0,0,0,0,NON,NON,2020-03-03T08:38:37Z,"48.8630969001,2.31698962102",Paris,NA
28001,Richard Wallace - Place du 8 Mai 1945,OUI,30,7,23,19,4,OUI,OUI,2020-05-29T10:39:44Z,"48.8786679479,2.24203437567",Puteaux,NA
7015,Varenne,OUI,47,28,19,15,4,OUI,OUI,2020-05-29T10:42:36Z,"48.8572026618,2.31527712196",Paris,NA
17037,Bayen - Pereire,OUI,22,12,10,1,9,OUI,OUI,2020-05-29T10:37:53Z,"48.8818044091,2.29210887104",Paris,NA
13104,Gare d'Austerlitz - Quai Saint-Bernard,OUI,27,6,21,17,4,OUI,OUI,2020-05-29T10:43:21Z,"48.8436903086,2.36571639776",Paris,NA
18005,Tardieu - Chappe,OUI,18,16,2,0,2,OUI,OUI,2020-05-29T10:42:53Z,"48.8841467598,2.34184540808",Paris,NA
8102,Lamennais - Washington,OUI,26,19,7,1,6,OUI,OUI,2020-05-29T10:42:27Z,"48.8735299003,2.30344489217",Paris,NA
19037,Belleville - Porte des Lilas,OUI,32,32,0,0,0,OUI,OUI,2020-05-29T10:42:00Z,"48.8766039189,2.40476969113",Paris,NA
20109,Haxo - Surmelin,OUI,21,19,2,0,2,OUI,OUI,2020-05-29T10:35:29Z,"48.8694370761,2.40539657538",Paris,NA
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,40,32,8,5,3,OUI,OUI,2020-05-29T10:42:16Z,"48.876327,2.3585464",Paris,NA
16004,Université Paris Dauphine,OUI,70,67,3,0,3,OUI,OUI,2020-05-29T10:42:24Z,"48.87070784,2.27486561984",Paris,NA
19040,Belleville - Télégraphe,OUI,41,15,6,4,2,OUI,OUI,2020-05-29T10:42:38Z,"48.8756045,2.3995549",Paris,NA
16021,François Ponsard - La Muette,OUI,23,17,5,1,4,OUI,OUI,2020-05-29T10:43:30Z,"48.8583666,2.2744515",Paris,NA
11006,Ledru-Rollin - Place du Père Chaillet,OUI,37,28,8,4,4,OUI,OUI,2020-05-29T10:42:47Z,"48.8564337069,2.37902058776",Paris,NA
6030,Assas - Vaugirard,OUI,35,24,11,10,1,OUI,OUI,2020-05-29T10:43:13Z,"48.8482741114,2.32924137264",Paris,NA
18049,Porte d'Aubervilliers,OUI,55,25,31,22,9,OUI,OUI,2020-05-29T10:43:13Z,"48.8985966194,2.36897226423",Paris,NA
9026,Jean-Baptiste Pigalle - La Bruyere,OUI,17,17,0,0,0,OUI,OUI,2020-05-29T10:39:24Z,"48.8793982645,2.33370917334",Paris,NA
11043,Place Pasdeloup,OUI,21,1,20,13,7,OUI,OUI,2020-05-29T10:41:17Z,"48.8626542156,2.36703250628",Paris,NA
10033,Gare du Nord - Saint-Vincent de Paul,OUI,24,16,7,5,2,OUI,OUI,2020-05-29T10:38:16Z,"48.8809557416,2.35243051484",Paris,NA
16112,Chernoviz - Raynouard,OUI,37,33,4,2,2,OUI,OUI,2020-05-29T10:40:20Z,"48.8569864146,2.28217321814",Paris,NA
12161,Diderot - Reuilly,OUI,44,20,23,19,4,OUI,OUI,2020-05-29T10:42:21Z,"48.8472084561,2.38612733781",Paris,NA
8026,Messine - Place Du Pérou,OUI,12,3,8,6,2,OUI,OUI,2020-05-29T10:41:46Z,"48.875448034,2.31550801901",Paris,NA
18137,Poissonniers - Nord,OUI,28,25,3,2,1,OUI,OUI,2020-05-29T10:36:57Z,"48.8925112135,2.35222287476",Paris,NA
6014,Pont de Lodi - Dauphine,OUI,26,23,3,1,2,OUI,OUI,2020-05-29T10:41:02Z,"48.8552968986,2.33994730757",Paris,NA
7026,Place de Finlande,OUI,25,4,21,11,10,OUI,OUI,2020-05-29T10:42:37Z,"48.862408336,2.3113624379",Paris,NA
9015,Lamartine - Faubourg Montmartre,OUI,32,21,11,10,1,OUI,OUI,2020-05-29T10:43:17Z,"48.8766139829,2.33976569027",Paris,NA
14127,Odessa - Départ,OUI,39,31,8,7,1,OUI,OUI,2020-05-29T10:43:18Z,"48.8428855901,2.32442814857",Paris,NA
21004,Jean Jaurès - Reine,OUI,31,4,27,24,3,OUI,OUI,2020-05-29T10:41:16Z,"48.8400962256,2.2398725152",Boulogne-Billancourt,NA
14125,Dareau - Broussais,OUI,24,10,14,3,11,OUI,OUI,2020-05-29T10:41:29Z,"48.8307758,2.3361804",Paris,NA
20004,Commandant l'Herminier - Gallieni,OUI,17,15,2,0,2,OUI,OUI,2020-05-29T10:40:15Z,"48.8470405526,2.41604536772",Paris,NA
22009,Charles de Gaulle - Orléans,OUI,26,11,11,3,8,OUI,OUI,2020-05-29T10:40:31Z,"48.880922251,2.27158159018",Neuilly-sur-Seine,NA
32021,Place du Front Populaire - George Sand,OUI,35,26,9,2,7,OUI,OUI,2020-05-29T10:43:22Z,"48.906807137,2.36454121499",Saint-Denis,NA
10152,Gare du Nord - Place de Valenciennes,OUI,25,24,1,1,0,OUI,OUI,2020-05-29T10:39:42Z,"48.879089,2.354235",Paris,NA
17029,Pierre Demours - Laugier,OUI,37,22,14,10,4,OUI,OUI,2020-05-29T10:38:42Z,"48.8813072,2.294846",Paris,NA
21316,Cimetière Communal,OUI,28,21,7,1,6,OUI,OUI,2020-05-29T10:36:24Z,"48.8176997739,2.26093120873",Issy-les-Moulineaux,NA
15072,Place Fernand Forest,OUI,33,4,29,19,10,OUI,OUI,2020-05-29T10:43:34Z,"48.8492691438,2.28186316788",Paris,NA
15043,Brancion - Lefebvre,OUI,11,11,0,0,0,OUI,OUI,2020-05-29T10:34:33Z,"48.8290022279,2.30143103816",Paris,NA
5107,Pontoise - La Tournelle,OUI,23,18,5,1,4,OUI,OUI,2020-05-29T10:43:28Z,"48.8504580092,2.35245427549",Paris,NA
21028,Pierre Lefaucheux - Traversière,OUI,35,26,9,9,0,OUI,OUI,2020-05-29T10:42:02Z,"48.824352083,2.24179130048",Boulogne-Billancourt,NA
15023,La Motte-Picquet - Grenelle,OUI,34,21,13,11,2,OUI,OUI,2020-05-29T10:38:26Z,"48.8485832134,2.2993478179",Paris,NA
25001,Colmar - Victor Hugo,OUI,32,12,20,10,10,OUI,OUI,2020-05-29T10:36:01Z,"48.886522511,2.1739609167",Rueil-Malmaison,NA
22408,Place du 14 Juillet,OUI,22,10,12,4,8,OUI,OUI,2020-05-29T10:42:15Z,"48.8193351737,2.30044752359",Malakoff,NA
13025,Place de Rungis,OUI,32,7,25,22,3,OUI,OUI,2020-05-29T10:42:36Z,"48.8224559476,2.34738272948",Paris,NA
41301,Bois de Vincennes - Gare,OUI,50,37,13,9,4,OUI,OUI,2020-05-29T10:42:35Z,"48.8360222429,2.47083399508",Nogent-sur-Marne,NA
17038,Grande Armée - Brunel,OUI,62,57,5,4,1,OUI,OUI,2020-05-29T10:42:48Z,"48.876116,2.288124",Paris,NA
21216,Louis Lejeune - Barbès,OUI,25,13,12,1,11,OUI,OUI,2020-05-29T10:41:34Z,"48.8180741898,2.32670098543",Montrouge,NA
14036,Boulard - Daguerre,OUI,45,39,6,1,5,OUI,OUI,2020-05-29T10:39:19Z,"48.8344236783,2.32945896685",Paris,NA
10161,Gare de l'Est - Faubourg-Saint-Martin,OUI,32,22,10,3,7,OUI,OUI,2020-05-29T10:41:43Z,"48.8756426475,2.35945880413",Paris,NA
10107,Gare du Nord - Hôpital Lariboisière,OUI,49,40,5,2,3,OUI,OUI,2020-05-29T10:41:12Z,"48.881949,2.352339",Paris,NA
31001,Lagny - Auguste Blanqui,OUI,27,23,4,4,0,OUI,OUI,2020-05-29T10:35:55Z,"48.8492256805,2.42186039686",Montreuil,NA
17043,Belidor - Gouvion-Saint-Cyr,OUI,40,36,4,2,2,OUI,OUI,2020-05-29T10:37:53Z,"48.8802215405,2.2854680568",Paris,NA
10016,Récollets - Square Villemin,OUI,17,16,1,1,0,OUI,OUI,2020-05-29T10:41:43Z,"48.8750346559,2.3598012386",Paris,NA
8010,Liège - Moscou,OUI,17,14,3,2,1,OUI,OUI,2020-05-29T10:34:02Z,"48.8795431,2.3264628",Paris,NA
21212,Marne - Germain Dardan,OUI,22,14,8,4,4,OUI,OUI,2020-05-29T10:41:39Z,"48.811542704,2.30307072401",Montrouge,NA
19120,Carducci - Place Hannah Arendt,OUI,27,26,1,0,1,OUI,OUI,2020-05-29T10:42:43Z,"48.8774366815,2.38607436419",Paris,NA
12114,Victor Hugo - Jeanne Jugan,OUI,28,23,5,4,1,OUI,OUI,2020-05-29T10:40:34Z,"48.843949064,2.41508139483",Paris,NA
5124,Ulm - Louis Thuillier,OUI,24,11,13,11,2,OUI,OUI,2020-05-29T10:43:05Z,"48.8426437527,2.34459467232",Paris,NA
42021,Raspail - Manufacture des Oeillets,OUI,32,26,6,2,4,OUI,OUI,2020-05-29T10:37:43Z,"48.8094458,2.3903009",Ivry-sur-Seine,NA
11026,Chemin Vert - Saint-Maur,OUI,45,41,4,1,3,OUI,OUI,2020-05-29T10:41:05Z,"48.8611246141,2.38129902631",Paris,NA
32303,Gaston Roussel - Commune de Paris,OUI,30,17,13,10,3,OUI,OUI,2020-05-29T10:43:11Z,"48.8943203455,2.43255227442",Romainville,NA
19004,Quai de la Loire - Jean Jaurès,OUI,16,12,4,2,2,OUI,OUI,2020-05-29T10:42:45Z,"48.8833973385,2.37107452298",Paris,NA
25005,18 juin 1940 - Buzenval,OUI,25,21,4,3,1,OUI,OUI,2020-05-29T10:33:45Z,"48.868807,2.185428",Rueil-Malmaison,NA
17018,Parc Monceau,OUI,18,6,12,6,6,OUI,OUI,2020-05-29T10:40:21Z,"48.8810779141,2.30954926461",Paris,NA
15017,Place Falguière,OUI,23,17,6,0,6,OUI,OUI,2020-05-29T10:43:29Z,"48.8362997394,2.31044646353",Paris,NA
16006,Lauriston - Copernic,OUI,19,13,5,2,3,OUI,OUI,2020-05-29T10:43:34Z,"48.86926,2.289918",Paris,NA
7006,Quai Voltaire,OUI,32,10,20,16,4,OUI,OUI,2020-05-29T10:42:08Z,"48.8589429862,2.33141820471",Paris,NA
42503,Vladimir Ilitch Lénine - Andrée Chedid,OUI,31,23,8,5,3,OUI,OUI,2020-05-29T10:42:52Z,"48.8131995,2.33214586973",Arcueil,NA
10015,Lucien Sampaix - Récollets,OUI,46,43,2,0,2,OUI,OUI,2020-05-29T10:36:53Z,"48.8743303776,2.36212290823",Paris,NA
17017,Gare de Pont-Cardinet,OUI,34,30,4,1,3,OUI,OUI,2020-05-29T10:38:40Z,"48.8871390148,2.31449414399",Paris,NA
21032,Sèvres-Gallieni,OUI,27,9,18,17,1,OUI,OUI,2020-05-29T10:41:15Z,"48.837809409,2.22815193236",Boulogne-Billancourt,NA
15038,Place Adolphe Cherioux - Vaugirard,OUI,63,58,5,2,3,OUI,OUI,2020-05-29T10:42:48Z,"48.839594428,2.30106577277",Paris,NA
44012,Génie - Mozart,OUI,19,19,0,0,0,OUI,OUI,2020-05-29T10:36:52Z,"48.7949023812,2.37341836095",Vitry-sur-Seine,NA
21706,Jean Bleuzen - Square du 11 Novembre,OUI,49,39,10,10,0,OUI,OUI,2020-05-29T10:39:31Z,"48.8232579,2.2965213",Vanves,NA
31703,Sadi Carnot - François Mitterrand,OUI,27,26,1,0,1,OUI,OUI,2020-05-29T10:38:21Z,"48.8753268767,2.4241617322",Bagnolet,NA
16027,Mozart - Jasmin,OUI,62,62,0,0,0,OUI,OUI,2020-05-29T10:41:38Z,"48.8528612487,2.26848357065",Paris,NA
8019,Naples - Rome,OUI,26,22,4,3,1,OUI,OUI,2020-05-29T10:39:59Z,"48.8799607008,2.32135869563",Paris,NA
15040,Saint-Amand - Labrouste,OUI,36,34,2,2,0,OUI,OUI,2020-05-29T10:35:03Z,"48.8340972748,2.30876773596",Paris,NA
20019,Place du Maquis du Vercors,OUI,31,26,4,0,4,OUI,OUI,2020-05-29T10:43:32Z,"48.8773215795,2.40837827325",Paris,NA
31013,Centenaire - Sorins,OUI,45,39,6,1,5,OUI,OUI,2020-05-29T10:41:17Z,"48.8585352336,2.42735087872",Montreuil,NA
14116,Romain Rolland,OUI,25,20,5,3,2,OUI,OUI,2020-05-29T10:43:29Z,"48.8202152297,2.32341442344",Montrouge,NA
15061,Square Desnouettes,OUI,22,0,21,17,4,OUI,OUI,2020-05-29T10:41:59Z,"48.8347683793,2.28414229739",Paris,NA
47002,Les Juilliottes,OUI,21,3,18,5,13,OUI,OUI,2020-05-29T10:42:37Z,"48.8043072,2.4437362",Maisons-Alfort,NA
42029,Stalingrad - Germaine Tailleferre,NON,0,0,0,0,0,NON,NON,2019-10-10T09:19:00Z,"48.8031779805,2.37819468018",Ivry-sur-Seine,NA
19021,Mairie du 19ème,OUI,27,26,1,1,0,OUI,OUI,2020-05-29T10:38:27Z,"48.8825626425,2.38126248121",Paris,NA
9013,Mairie du 9ème,OUI,24,3,19,13,6,OUI,OUI,2020-05-29T10:42:32Z,"48.8732671376,2.34075344805",Paris,NA
33104,Square Edmond Pépin,OUI,30,22,8,1,7,OUI,OUI,2020-05-29T10:38:55Z,"48.8836562069,2.40335315466",Le Pré-Saint-Gervais,NA
15131,Charles Lecocq - Lecourbe,OUI,30,27,3,1,2,OUI,OUI,2020-05-29T10:43:15Z,"48.84044,2.294867",Paris,NA
8004,Malesherbes - Place de la Madeleine,OUI,67,0,67,38,29,OUI,OUI,2020-05-29T10:43:22Z,"48.8704060285,2.32324350981",Paris,NA
31021,Résistance - Hoche,OUI,30,29,1,0,1,OUI,OUI,2020-05-29T10:43:31Z,"48.8642734237,2.43578441441",Montreuil,NA
5014,Jean Calvin - Tournefort,OUI,28,15,11,10,1,OUI,OUI,2020-05-29T10:37:25Z,"48.8415885693,2.34848957509",Paris,NA
15103,Cauchy - Cévennes,OUI,51,23,28,24,4,OUI,OUI,2020-05-29T10:43:12Z,"48.843372571,2.27513283491",Paris,NA
14131,Jourdan - Monticelli,OUI,30,12,18,7,11,OUI,OUI,2020-05-29T10:41:31Z,"48.822032,2.329095",Paris,NA
15062,Convention - Lourmel,OUI,36,11,25,20,5,OUI,OUI,2020-05-29T10:43:30Z,"48.8420550417,2.28599108756",Paris,NA
44009,Gare RER les Ardoines,NON,49,49,0,0,0,NON,NON,2019-05-17T07:28:29Z,"48.7838563635,2.40790937175",Vitry-sur-Seine,NA
19128,Quai de l'Oise - Aisne,OUI,30,23,6,3,3,OUI,OUI,2020-05-29T10:39:40Z,"48.8906231,2.3833701",Paris,NA
13044,Place Jeanne d'Arc,OUI,36,31,5,4,1,OUI,OUI,2020-05-29T10:41:20Z,"48.829575,2.369126",Paris,NA
22015,Île de la Jatte,OUI,23,14,9,5,4,OUI,OUI,2020-05-29T10:39:10Z,"48.8940361613,2.26663392037",Neuilly-sur-Seine,NA
8057,Hoche - Tilsitt,OUI,33,21,12,6,6,OUI,OUI,2020-05-29T10:41:09Z,"48.8748364578,2.29713231325",Paris,NA
2108,Vivienne - Montmartre,OUI,39,26,13,8,5,OUI,OUI,2020-05-29T10:40:43Z,"48.8713475974,2.34145883471",Paris,NA
21402,Place Aimé Césaire,OUI,27,25,2,0,2,OUI,OUI,2020-05-29T10:42:10Z,"48.7831947131,2.24291279912",Clamart,NA
33103,Jean Jaurès - Jules Jacquemin,OUI,24,20,4,1,3,OUI,OUI,2020-05-29T10:42:00Z,"48.884330536,2.40829024552",Le Pré-Saint-Gervais,NA
20044,Davout - Volga,OUI,28,20,8,5,3,OUI,OUI,2020-05-29T10:42:19Z,"48.85291968,2.41052290978",Paris,NA
1006,Grande Truanderie - Saint-Denis,OUI,33,11,21,19,2,OUI,OUI,2020-05-29T10:42:25Z,"48.8626302,2.3498075",Paris,NA
12015,Place de la Nation - Picpus,OUI,36,17,19,14,5,OUI,OUI,2020-05-29T10:38:25Z,"48.8468216815,2.40011304617",Paris,NA
14132,Bézout - Général Leclerc,OUI,30,28,2,1,1,OUI,OUI,2020-05-29T10:42:07Z,"48.828848045,2.32859730721",Paris,NA
4009,Village Saint-Paul,OUI,28,24,4,1,3,OUI,OUI,2020-05-29T10:43:34Z,"48.8526398666,2.3607301712",Paris,NA
3002,Saint-Gilles - Turenne,OUI,18,1,17,7,10,OUI,OUI,2020-05-29T10:43:01Z,"48.8581589568,2.3647149921",Paris,NA
22506,Gare des Vallées,OUI,20,8,12,6,6,OUI,OUI,2020-05-29T10:41:20Z,"48.913179,2.257726",La Garenne-Colombes,NA
3007,Archives - Pastourelle,OUI,28,19,8,4,4,OUI,OUI,2020-05-29T10:42:46Z,"48.8623615,2.3595041",Paris,NA
1024,Coquillière - Louvre,OUI,21,3,18,13,5,OUI,OUI,2020-05-29T10:42:25Z,"48.8637959097,2.34257362783",Paris,NA
1008,Les Halles - Saint-Eustache,OUI,32,10,22,21,1,OUI,OUI,2020-05-29T10:42:25Z,"48.863626959,2.34262391925",Paris,NA
23103,Manufacture Nationale,OUI,28,6,22,21,1,OUI,OUI,2020-05-29T10:41:17Z,"48.828785141,2.22372226417",Sèvres,NA
15024,Suffren - La Motte-Piquet,OUI,23,15,8,5,3,OUI,OUI,2020-05-29T10:40:21Z,"48.8508812309,2.30121999979",Paris,NA
8046,Marceau - Président Wilson,OUI,32,2,29,19,10,OUI,OUI,2020-05-29T10:42:57Z,"48.8652359,2.3002513",Paris,NA
15014,Volontaires - Vaugirard,OUI,34,30,4,4,0,OUI,OUI,2020-05-29T10:36:46Z,"48.8413205018,2.30808901725",Paris,NA
13008,Place d'Italie - Soeur Rosalie,OUI,52,34,18,11,7,OUI,OUI,2020-05-29T10:43:27Z,"48.8319085204,2.35469434481",Paris,NA
13037,Ivry - Baudricourt,OUI,20,13,7,3,4,OUI,OUI,2020-05-29T10:43:30Z,"48.8246959954,2.36310607358",Paris,NA
8050,Boétie - Ponthieu,OUI,33,1,32,14,18,OUI,OUI,2020-05-29T10:42:58Z,"48.8714172844,2.3076787591",Paris,NA
19027,Serrurier,OUI,18,18,0,0,0,OUI,OUI,2020-05-29T10:38:42Z,"48.8804934032,2.39806417376",Paris,NA
17008,Porte Pouchet-Bessières,OUI,23,16,7,4,3,OUI,OUI,2020-05-29T10:38:28Z,"48.8978765,2.3230632",Paris,NA
5020,Institut du Monde Arabe - Saint-Germain,OUI,40,15,23,19,4,OUI,OUI,2020-05-29T10:42:05Z,"48.8490632995,2.35580865294",Paris,NA
31706,Château - République,OUI,26,21,5,1,4,OUI,OUI,2020-05-29T10:34:23Z,"48.8629238006,2.4155035615",Bagnolet,NA
17012,Mairie du 17ème,OUI,24,17,6,2,4,OUI,OUI,2020-05-29T10:42:49Z,"48.8841618487,2.3220794311",Paris,NA
8034,Berri - Haussmann,OUI,35,5,29,18,11,OUI,OUI,2020-05-29T10:43:21Z,"48.8747460474,2.3082953319",Paris,NA
41302,Charles de Gaulle - Beauté,OUI,49,32,17,5,12,OUI,OUI,2020-05-29T10:42:06Z,"48.8364960231,2.47956265115",Nogent-sur-Marne,NA
14003,Schoelcher - Raspail,OUI,50,47,2,1,1,OUI,OUI,2020-05-29T10:34:32Z,"48.8368173353,2.33127940804",Paris,NA
15104,Hôpital Européen Georges Pompidou,OUI,65,4,61,34,27,OUI,OUI,2020-05-29T10:43:20Z,"48.8376953192,2.27537423372",Paris,NA
7101,Raspail - Chomel,OUI,49,20,28,19,9,OUI,OUI,2020-05-29T10:43:32Z,"48.8522331643,2.32665807009",Paris,NA
8025,Miromesnil - La Boétie,OUI,35,1,33,17,16,OUI,OUI,2020-05-29T10:43:21Z,"48.8737224129,2.31584809721",Paris,NA
21110,Parc Roger Salengro,OUI,36,24,12,7,5,OUI,OUI,2020-05-29T10:41:43Z,"48.9053038586,2.31055945158",Clichy,NA
19125,Place de l'Édit de Nantes,OUI,30,25,4,1,3,OUI,OUI,2020-05-29T10:39:42Z,"48.88879,2.3785",Paris,NA
16111,Faustin Hélie - Desbordes-Valmore,OUI,33,32,0,0,0,OUI,OUI,2020-05-29T10:38:26Z,"48.859403,2.276522",Paris,NA
41606,Pasteur - Gambetta,OUI,19,8,11,8,3,OUI,OUI,2020-05-29T10:42:06Z,"48.8457279738,2.42360115051",Saint-Mandé,NA
17011,Fragonard - Porte de Clichy,OUI,56,26,30,20,10,OUI,OUI,2020-05-29T10:41:04Z,"48.8941556334,2.31438931078",Paris,NA
18141,Clignancourt - Sofia,OUI,19,17,2,2,0,OUI,OUI,2020-05-29T10:41:11Z,"48.8851199231,2.34719488842",Paris,NA
22101,Gare Routière de Saint Cloud,OUI,31,21,10,5,5,OUI,OUI,2020-05-29T10:40:05Z,"48.842881839,2.22224503756",Saint-Cloud,NA
14122,Colonel Monteil - Brune,OUI,19,14,5,0,5,OUI,OUI,2020-05-29T10:38:32Z,"48.8265029331,2.30927479983",Paris,NA
16123,Mahatma Gandhi,OUI,26,24,2,1,1,OUI,OUI,2020-05-29T10:43:10Z,"48.876356,2.264205",Paris,NA
35003,Gabrielle Josserand - Edouard Vaillant,OUI,25,21,3,2,1,OUI,OUI,2020-05-29T10:33:42Z,"48.9027156626,2.39332705736",Pantin,NA
16029,Maison de Radio - France,OUI,47,14,31,31,0,OUI,OUI,2020-05-29T10:39:08Z,"48.8513288643,2.27778553963",Paris,NA
18138,Ney - Charles Hermite,OUI,20,13,7,3,4,OUI,OUI,2020-05-29T10:37:39Z,"48.8987480398,2.3645754531",Paris,NA
7113,Berges de Seine - Musée d'Orsay,OUI,16,16,0,0,0,NON,NON,2020-03-04T18:19:59Z,"48.8627885937,2.30645935982",Paris,NA
16016,Paul Doumer - La Tour,OUI,34,23,11,6,5,OUI,OUI,2020-05-29T10:41:27Z,"48.8601161096,2.28084048191",Paris,NA
19030,Melun - Jean Jaurès,OUI,28,20,5,3,2,OUI,OUI,2020-05-29T10:40:59Z,"48.8837796723,2.37647742033",Paris,NA
13022,Butte aux Cailles - Esperance,OUI,36,31,1,0,1,OUI,OUI,2020-05-29T10:41:30Z,"48.8275877419,2.34921511263",Paris,NA
5028,Censier - Jardin des Plantes,OUI,28,17,11,10,1,OUI,OUI,2020-05-29T10:42:19Z,"48.8410717816,2.35547538847",Paris,NA
12010,Daumesnil - Picpus,OUI,21,14,7,7,0,OUI,OUI,2020-05-29T10:43:20Z,"48.8374688,2.401765",Paris,NA
48009,République - Auguste Perret,OUI,30,24,6,3,3,OUI,OUI,2020-05-29T10:41:18Z,"48.7869528095,2.35185943544",Villejuif,NA
4107,Beaumarchais - Pas de la Mule,OUI,18,14,4,1,3,OUI,OUI,2020-05-29T10:39:07Z,"48.855580507,2.36843336734",Paris,NA
11031,Jacquard - Ternaux,OUI,39,25,14,9,5,OUI,OUI,2020-05-29T10:43:28Z,"48.8646605,2.373162",Paris,NA
16014,Eylau - Trocadéro,OUI,24,17,7,3,4,OUI,OUI,2020-05-29T10:41:08Z,"48.8633541224,2.28642091155",Paris,NA
10017,Gare de l'Est - Fidélité,OUI,15,8,7,6,1,OUI,OUI,2020-05-29T10:41:14Z,"48.874575,2.356796",Paris,NA
5034,Censier - Santeuil,OUI,69,31,37,35,2,OUI,OUI,2020-05-29T10:43:26Z,"48.8406589214,2.35375240445",Paris,NA
17033,Carnot - Général Lanrezac,OUI,33,33,0,0,0,NON,NON,2020-05-29T10:42:37Z,"48.8754438707,2.2938242935",Paris,NA
17015,Place de Lévis,OUI,48,45,1,0,1,OUI,OUI,2020-05-29T10:41:16Z,"48.8835468515,2.31319338083",Paris,NA
18027,Damrémont - Ordener,OUI,30,29,1,0,1,OUI,OUI,2020-05-29T10:41:00Z,"48.893400393,2.33626652391",Paris,NA
11021,Charonne - Pierre Bayle,OUI,23,20,3,1,2,OUI,OUI,2020-05-29T10:43:29Z,"48.8584450543,2.39039812239",Paris,NA
17023,Porte d'Asnières,OUI,36,23,13,2,11,OUI,OUI,2020-05-29T10:38:20Z,"48.8903581761,2.30362862349",Paris,NA
43010,La Jarry - Place Diderot,OUI,25,24,1,0,1,OUI,OUI,2020-05-29T10:41:13Z,"48.8497269404,2.45201379061",Vincennes,NA
15005,Place Jacques et Thérèse Tréfouël,OUI,43,25,18,14,4,OUI,OUI,2020-05-29T10:43:19Z,"48.8427264983,2.31256574392",Paris,NA
4021,Centre Georges Pompidou,OUI,26,10,16,14,2,OUI,OUI,2020-05-29T10:43:19Z,"48.861419,2.352581",Paris,NA
9011,Geoffroy - Marie,OUI,20,2,17,12,5,OUI,OUI,2020-05-29T10:42:10Z,"48.8737819406,2.34451387634",Paris,NA
2112,Bibliothèque Nationale,OUI,17,0,17,13,4,OUI,OUI,2020-05-29T10:43:16Z,"48.8682889935,2.33808930963",Paris,NA
12036,Reuilly - Place Felix Eboue,OUI,42,31,11,5,6,OUI,OUI,2020-05-29T10:43:02Z,"48.840302745,2.39463039872",Paris,NA
44014,Camille Risch - Paul Armangot,OUI,25,23,1,1,0,OUI,OUI,2020-05-29T10:42:16Z,"48.774703,2.373685",Vitry-sur-Seine,NA
16013,Mairie du 16ème,OUI,35,33,2,1,1,OUI,OUI,2020-05-29T10:37:11Z,"48.8639368485,2.27659530938",Paris,NA
10009,Mairie du 10ème,OUI,19,15,4,3,1,OUI,OUI,2020-05-29T10:42:28Z,"48.8720894499,2.35758259892",Paris,NA
4017,Place de l'Hôtel de Ville,OUI,14,5,9,7,2,OUI,OUI,2020-05-29T10:41:20Z,"48.8573314,2.351458",Paris,NA
13054,Pau Casals - Neuve Tolbiac,OUI,53,1,51,45,6,OUI,OUI,2020-05-29T10:40:48Z,"48.8311602,2.3774395",Paris,NA
1116,Ventadour - Opéra,OUI,27,2,23,18,5,OUI,OUI,2020-05-29T10:43:33Z,"48.8668106533,2.33438844825",Paris,NA
42018,Amédée Huon - Fort d'Ivry,OUI,31,16,15,11,4,OUI,OUI,2020-05-29T10:40:20Z,"48.8051313769,2.3884896934",Ivry-sur-Seine,NA
5003,Le Goff - Gay-Lussac,OUI,35,23,11,5,6,OUI,OUI,2020-05-29T10:43:22Z,"48.846102401,2.34122078866",Paris,NA
12016,Saint-Mande - Picpus,OUI,35,13,22,14,8,OUI,OUI,2020-05-29T10:41:53Z,"48.8451277283,2.40156862965",Paris,NA
10166,Strasbourg - Saint-Denis,OUI,16,6,10,8,2,OUI,OUI,2020-05-29T10:39:04Z,"48.8696016424,2.35429085791",Paris,NA
12119,Dom-Pérignon - Gravelle,OUI,50,34,14,11,3,OUI,OUI,2020-05-29T10:40:32Z,"48.8254815744,2.4098803103",Paris,NA
21022,Dôme - République,OUI,25,17,8,7,1,OUI,OUI,2020-05-29T10:39:15Z,"48.832681,2.250257",Boulogne-Billancourt,NA
42303,Place Eustache Deschamps,OUI,20,8,12,6,6,OUI,OUI,2020-05-29T10:42:04Z,"48.793855,2.336637",Cachan,NA
14009,Tombe Issoire - René Coty,OUI,36,34,2,2,0,OUI,OUI,2020-05-29T10:39:03Z,"48.8305128767,2.33436137438",Paris,NA
15044,Dantzig - Lefebvre,OUI,33,30,3,0,3,OUI,OUI,2020-05-29T10:37:19Z,"48.8301392159,2.29593403637",Paris,NA
16104,Paul Valery - Victor Hugo,OUI,35,29,5,2,3,OUI,OUI,2020-05-29T10:42:17Z,"48.8713740608,2.28871285915",Paris,NA
9020,Toudouze - Clauzel,OUI,21,11,8,5,3,OUI,OUI,2020-05-29T10:42:48Z,"48.8792959173,2.33736008406",Paris,NA
