Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
20121,Boyer - Ménilmontant,OUI,19,18,1,1,0,OUI,OUI,2020-05-29T10:35:10Z,"48.8688951627,2.39198241456",Paris,NA
20111,Villiers de l'Isle Adam - Pyrénées,OUI,20,19,1,0,1,OUI,OUI,2020-05-29T10:40:40Z,"48.867362,2.396222",Paris,NA
7009,Assemblée Nationale,OUI,63,21,38,24,14,OUI,OUI,2020-05-29T10:43:11Z,"48.8614110147,2.32012141852",Paris,NA
31702,Pierre et Marie Curie - Julien Grimau,OUI,18,15,3,0,3,OUI,OUI,2020-05-29T10:41:46Z,"48.8707140149,2.4240970239",Bagnolet,NA
21111,Professeur René Leriche - Général Leclerc,OUI,50,10,40,22,18,OUI,OUI,2020-05-29T10:43:16Z,"48.9078284548,2.3078879714",Clichy,NA
13016,Primo Levi - Frigos,OUI,34,0,35,30,5,OUI,OUI,2020-05-29T10:40:55Z,"48.8309484485,2.37965351593",Paris,NA
9115,Milton - Manuel,OUI,22,21,1,0,1,OUI,OUI,2020-05-29T10:42:53Z,"48.878249,2.341181",Paris,NA
17121,Square des Epinettes,OUI,20,19,1,1,0,OUI,OUI,2020-05-29T10:42:29Z,"48.8938390978,2.32595399022",Paris,NA
21703,Square du Carrefour de l'Insurrection,OUI,23,18,5,2,3,OUI,OUI,2020-05-29T10:43:21Z,"48.8208645598,2.29111343622",Vanves,NA
15070,Balard - Montagne de la Fage,OUI,36,22,13,12,1,OUI,OUI,2020-05-29T10:43:26Z,"48.8385074033,2.27828711271",Paris,NA
11010,Boulets - Faubourg Saint-Antoine,OUI,43,29,13,13,0,OUI,OUI,2020-05-29T10:43:11Z,"48.8492592621,2.39175461419",Paris,NA
14028,Alésia - Suisses,OUI,47,29,18,4,14,OUI,OUI,2020-05-29T10:42:16Z,"48.8316825207,2.3149869226",Paris,NA
13103,Hôpital Pitié Salpêtrière,OUI,50,32,18,16,2,OUI,OUI,2020-05-29T10:36:05Z,"48.8377016,2.3604946",Paris,NA
9118,Faubourg Poissonniere - Delta,OUI,36,36,0,0,0,OUI,OUI,2020-05-29T10:43:31Z,"48.8825558076,2.34974820167",Paris,NA
12108,Bercy,OUI,66,25,41,24,17,OUI,OUI,2020-05-29T10:43:32Z,"48.839966915,2.3788625747",Paris,NA
21108,Mairie de Clichy,OUI,51,24,27,21,6,OUI,OUI,2020-05-29T10:42:55Z,"48.9036536347,2.30593532324",Clichy,NA
19031,Manin - Crimée,OUI,23,20,2,0,2,OUI,OUI,2020-05-29T10:35:51Z,"48.8831217744,2.38636706024",Paris,NA
23008,Hôtel de Ville de Levallois Perret,OUI,26,22,4,1,3,OUI,OUI,2020-05-29T10:43:08Z,"48.89314452,2.28888183832",Levallois-Perret,NA
13019,Fernand Braudel - Vincent Auriol,OUI,36,14,22,19,3,OUI,OUI,2020-05-29T10:42:14Z,"48.8363785232,2.3723404482",Paris,NA
11110,Roquette - Folie Regnault,OUI,52,41,11,8,3,OUI,OUI,2020-05-29T10:39:32Z,"48.8592469592,2.38655362358",Paris,NA
18014,Léon - Doudeauville,OUI,13,13,0,0,0,OUI,OUI,2020-05-29T10:36:16Z,"48.8883242185,2.35357337264",Paris,NA
13047,Boutroux - Porte de Vitry,OUI,49,32,17,14,3,OUI,OUI,2020-05-29T10:43:06Z,"48.822632,2.377738",Paris,NA
31026,Demi-Lune - Aristide Briand,OUI,20,19,1,0,1,OUI,OUI,2020-05-29T10:38:18Z,"48.8762638192,2.4562818557",Montreuil,NA
22010,Charles de Gaulle - Louis-Philippe,OUI,28,13,15,11,4,OUI,OUI,2020-05-29T10:40:32Z,"48.8816213111,2.27128300904",Neuilly-sur-Seine,NA
35015,Averroès - Aimé Césaire,OUI,19,7,14,3,11,OUI,OUI,2020-05-29T10:43:26Z,"48.9140532343,2.41263695061",Pantin,NA
13030,Italie - Tolbiac,NON,0,0,0,0,0,NON,NON,2019-10-10T08:38:29Z,"48.8249801426,2.35788499359",Paris,NA
16009,Saint-Didier - Raymond Poincaré,OUI,17,7,10,0,10,OUI,OUI,2020-05-29T10:38:18Z,"48.8664231202,2.28586349719",Paris,NA
21029,Cours de l'Ile Seguin - Parc Billancourt,OUI,29,14,15,15,0,OUI,OUI,2020-05-29T10:43:11Z,"48.8271405584,2.23423451185",Boulogne-Billancourt,NA
42304,Marc Sangnier - Division Leclerc,OUI,24,14,10,10,0,OUI,OUI,2020-05-29T10:40:56Z,"48.7859965231,2.3299555108",Cachan,NA
21031,Cimetière communal,OUI,40,25,15,15,0,OUI,OUI,2020-05-29T10:34:18Z,"48.830764,2.252024",Boulogne-Billancourt,NA
6008,Assas - Luxembourg,OUI,33,22,11,10,1,OUI,OUI,2020-05-29T10:42:43Z,"48.8437344688,2.33342838188",Paris,NA
27004,Gare de la Garenne-Colombes,OUI,28,9,19,15,4,OUI,OUI,2020-05-29T10:42:41Z,"48.909752,2.239145",Colombes,NA
21319,Esplanade du Foncet - Camille Desmoulins,OUI,28,0,28,25,3,OUI,OUI,2020-05-29T10:42:37Z,"48.8270902335,2.2606857866",Issy-les-Moulineaux,NA
20015,Bagnolet - Orteaux,OUI,36,34,2,1,1,OUI,OUI,2020-05-29T10:40:15Z,"48.8570864103,2.39841252565",Paris,NA
6022,Marché Saint-Germain,OUI,21,1,20,14,6,OUI,OUI,2020-05-29T10:42:36Z,"48.8516562586,2.33550030738",Paris,NA
11104,Charonne - Robert et Sonia Delauney,OUI,20,15,4,4,0,OUI,OUI,2020-05-29T10:37:34Z,"48.855907556,2.39257067442",Paris,NA
42016,Pierre et Marie Curie - Maurice Thorez,OUI,27,19,8,2,6,OUI,OUI,2020-05-29T10:41:20Z,"48.8158022636,2.37680498511",Ivry-sur-Seine,NA
25006,Place Nelson Mandela,OUI,22,20,2,0,2,OUI,OUI,2020-05-29T10:43:03Z,"48.8620909377,2.19657629728",Rueil-Malmaison,NA
11025,Froment - Bréguet,OUI,43,30,12,10,2,OUI,OUI,2020-05-29T10:43:11Z,"48.8570414505,2.37289470307",Paris,NA
31024,Romainville - Vaillant-Couturier,OUI,38,38,0,0,0,OUI,OUI,2020-05-29T10:34:22Z,"48.86785,2.446748",Montreuil,NA
22207,Rond-point du Dr Albert Schweitzer,OUI,22,12,10,2,8,OUI,OUI,2020-05-29T10:39:39Z,"48.7898091899,2.31439400464",Bagneux,NA
42027,Verdun - Pierre et Marie Curie,NON,0,0,0,0,0,NON,NON,2019-09-16T09:07:50Z,"48.8127388528,2.37079328705",Ivry-sur-Seine,NA
19026,Place de Rhin et Danube,OUI,17,15,2,2,0,OUI,OUI,2020-05-29T10:41:58Z,"48.8819276586,2.39258676767",Paris,NA
17030,Pereire - Rennequin,OUI,23,15,8,1,7,OUI,OUI,2020-05-29T10:39:53Z,"48.8836478289,2.29524470866",Paris,NA
14020,Cimetière de Montrouge,OUI,58,44,14,3,11,OUI,OUI,2020-05-29T10:42:09Z,"48.822009,2.322188699",Paris,NA
10111,Jemmapes - Grange aux Belles,OUI,23,11,11,4,7,OUI,OUI,2020-05-29T10:40:53Z,"48.873462,2.364035",Paris,NA
44006,Concorde - Stalingrad,OUI,35,21,14,10,4,OUI,OUI,2020-05-29T10:43:01Z,"48.7985844,2.3821302",Vitry-sur-Seine,NA
22202,Jean Marin Naudin - Stalingrad,OUI,30,18,6,0,6,OUI,OUI,2020-05-29T10:43:25Z,"48.8059819693,2.31964677572",Bagneux,NA
21015,Nationale - Place Jules Guesde,OUI,23,20,3,0,3,OUI,OUI,2020-05-29T10:37:40Z,"48.8275396246,2.24160522223",Boulogne-Billancourt,NA
25003,Henri Ste-Claire Déville - Paul Héroult,OUI,24,2,22,9,13,OUI,OUI,2020-05-29T10:43:06Z,"48.892663,2.172411",Rueil-Malmaison,NA
21008,Victor Hugo - Galliéni,OUI,34,9,25,17,8,OUI,OUI,2020-05-29T10:41:29Z,"48.8380201544,2.24608451128",Boulogne-Billancourt,NA
48010,Karl Marx,OUI,16,12,4,0,4,OUI,OUI,2020-05-29T10:37:07Z,"48.7845279373,2.36466679795",Villejuif,NA
19024,Botzaris - Parc des Buttes Chaumont,OUI,20,18,2,0,2,OUI,OUI,2020-05-29T10:35:38Z,"48.877951,2.381464",Paris,NA
5012,Estrapade - Ulm,OUI,16,3,13,8,5,OUI,OUI,2020-05-29T10:41:12Z,"48.8451277283,2.34545681704",Paris,NA
31707,Edouard Vaillant - Galliéni,OUI,49,38,11,2,9,OUI,OUI,2020-05-29T10:38:57Z,"48.8584628817,2.41479545832",Bagnolet,NA
22501,Théâtre,OUI,20,11,9,4,5,OUI,OUI,2020-05-29T10:42:56Z,"48.9057683093,2.23539210223",La Garenne-Colombes,NA
46001,Place Paul Eluard,OUI,19,6,13,3,10,OUI,OUI,2020-05-29T10:42:44Z,"48.7672039733,2.41449773312",Choisy-le-Roi,NA
11115,Montreuil - Gonnet,OUI,24,17,6,5,1,OUI,OUI,2020-05-29T10:42:37Z,"48.8505005649,2.38908562879",Paris,NA
23001,Paul Vaillant Couturier - Chaptal,OUI,39,4,33,18,15,OUI,OUI,2020-05-29T10:42:41Z,"48.8934795762,2.27752536535",Levallois-Perret,NA
15010,Square Cambronne,OUI,59,29,29,23,6,OUI,OUI,2020-05-29T10:43:05Z,"48.8475665453,2.30256915092",Paris,NA
12030,Charenton - Wattignies,OUI,33,30,3,2,1,OUI,OUI,2020-05-29T10:39:34Z,"48.8366757964,2.39179585556",Paris,NA
12001,Bastille - Biscornet,OUI,62,13,48,39,9,OUI,OUI,2020-05-29T10:43:28Z,"48.8513557796,2.36922003329",Paris,NA
10001,René Boulanger - Lancry,OUI,62,43,19,13,6,OUI,OUI,2020-05-29T10:42:56Z,"48.8685433,2.3600032",Paris,NA
10023,Gare de l'Est - Verdun,OUI,14,11,3,2,1,OUI,OUI,2020-05-29T10:41:25Z,"48.8761560543,2.36091490832",Paris,NA
18113,Lepic - Armée d'Orient,OUI,24,23,1,0,1,OUI,OUI,2020-05-29T10:37:04Z,"48.8875364038,2.3343077302",Paris,NA
15049,Porte de Versailles,OUI,24,2,22,16,6,OUI,OUI,2020-05-29T10:42:53Z,"48.8321538173,2.2871491313",Paris,NA
20116,Haies - Réunion,OUI,22,20,2,0,2,OUI,OUI,2020-05-29T10:40:15Z,"48.8538689677,2.40242616224",Paris,NA
7007,Musée d'Orsay,OUI,65,33,31,21,10,OUI,OUI,2020-05-29T10:43:30Z,"48.8597261579,2.32586044818",Paris,NA
14030,Pernety - Raymond Losserand,OUI,32,27,5,3,2,OUI,OUI,2020-05-29T10:43:33Z,"48.834254628,2.31760933939",Paris,NA
4011,Hôtel de Ville - Pont-Marie,OUI,36,26,8,7,1,OUI,OUI,2020-05-29T10:41:55Z,"48.8538996455,2.35694725066",Paris,NA
6027,Blaise-Desgoffe - Vaugirard,OUI,32,6,26,9,17,OUI,OUI,2020-05-29T10:40:26Z,"48.8461288777,2.32426721603",Paris,NA
8049,Georges V - François 1er,OUI,22,0,21,9,12,OUI,OUI,2020-05-29T10:42:10Z,"48.8704224716,2.30106979609",Paris,NA
35008,Place de l'Eglise,OUI,30,16,14,12,2,OUI,OUI,2020-05-29T10:39:48Z,"48.8928094615,2.41243511438",Pantin,NA
15125,Parc Suzanne Lenglen,OUI,52,22,30,21,9,OUI,OUI,2020-05-29T10:40:58Z,"48.8332506905,2.27654032409",Paris,NA
14101,Gare Montparnasse - Edgar Quinet,OUI,33,23,10,9,1,OUI,OUI,2020-05-29T10:43:09Z,"48.8414878511,2.32332322828",Paris,NA
21702,Gare SNCF Vanves-Malakoff,OUI,51,48,2,0,2,OUI,OUI,2020-05-29T10:38:47Z,"48.8190021638,2.2921500051",Vanves,NA
4001,Arcole - Notre-Dame,OUI,31,21,9,7,2,OUI,OUI,2020-05-29T10:42:46Z,"48.8538835413,2.3493797332",Paris,NA
23003,Président Wilson - Baudin,OUI,28,3,25,10,15,OUI,OUI,2020-05-29T10:42:24Z,"48.898268871,2.28493362665",Levallois-Perret,NA
44101,Place Mongolfier,OUI,39,21,18,14,4,OUI,OUI,2020-05-29T10:39:17Z,"48.8151600301,2.45928794146",Saint-Maurice,NA
15022,Emile Zola - Fondary,OUI,42,11,31,29,2,OUI,OUI,2020-05-29T10:42:20Z,"48.8470511431,2.29534059763",Paris,NA
32601,Porte des Lilas - Faidherbe,OUI,39,39,0,0,0,OUI,OUI,2020-05-29T10:37:50Z,"48.8786185567,2.41203278303",Les Lilas,NA
5115,Buffon - Jardin des Plantes,OUI,30,3,27,23,4,OUI,OUI,2020-05-29T10:41:17Z,"48.8426684661,2.36185871065",Paris,NA
16105,Crevaux - Bugeaud,OUI,31,29,2,1,1,OUI,OUI,2020-05-29T10:43:33Z,"48.8708094287,2.28114900769",Paris,NA
8031,Jean Mermoz - Champs-Elysées,OUI,33,2,30,16,14,OUI,OUI,2020-05-29T10:43:34Z,"48.8696898569,2.31073245406",Paris,NA
26005,Hôtel de Ville d'Asnières sur Seine,OUI,30,11,18,5,13,OUI,OUI,2020-05-29T10:43:12Z,"48.9099933003,2.28823810816",Asnières-sur-Seine,NA
3004,Place de la République - Temple,OUI,18,8,10,8,2,OUI,OUI,2020-05-29T10:42:42Z,"48.8672112019,2.36354643705",Paris,NA
2016,Aboukir - Alexandrie,OUI,21,8,14,6,8,OUI,OUI,2020-05-29T10:43:02Z,"48.8686834444,2.35020432695",Paris,NA
21119,Belfort - Victor Hugo,OUI,24,5,19,15,4,OUI,OUI,2020-05-29T10:42:50Z,"48.9018492,2.3172724",Clichy,NA
19114,Manin - Secrétan,OUI,20,16,4,1,3,OUI,OUI,2020-05-29T10:42:33Z,"48.8791665,2.3787959",Paris,NA
19006,Mathis - Flandre,OUI,55,49,5,3,2,OUI,OUI,2020-05-29T10:42:45Z,"48.8906429899,2.37625546753",Paris,NA
15041,Franquet - Labrouste,OUI,37,32,5,2,3,OUI,OUI,2020-05-29T10:36:43Z,"48.8328770501,2.30676278472",Paris,NA
8052,Balzac - Champs Elysées,OUI,30,25,5,0,5,OUI,OUI,2020-05-29T10:40:53Z,"48.8726996396,2.30019539595",Paris,NA
24005,Edith Cavell - Volta,OUI,33,29,3,2,1,OUI,OUI,2020-05-29T10:38:15Z,"48.9016165643,2.26935435086",Courbevoie,NA
22014,Victor Hugo - Bineau,OUI,25,17,7,2,5,OUI,OUI,2020-05-29T10:39:56Z,"48.8875822589,2.27838903666",Neuilly-sur-Seine,NA
13023,Bobillot - Moulin des Prés,OUI,28,13,14,1,13,OUI,OUI,2020-05-29T10:43:18Z,"48.8286573462,2.35302064632",Paris,NA
11001,Richard Lenoir - Place de la Bastille,OUI,53,35,18,15,3,OUI,OUI,2020-05-29T10:42:54Z,"48.8538327,2.3697222",Paris,NA
14032,Mairie du 14ème,OUI,32,24,7,4,3,OUI,OUI,2020-05-29T10:43:10Z,"48.8325457812,2.32549231499",Paris,NA
10019,Paradis - Hauteville,OUI,31,9,22,19,3,OUI,OUI,2020-05-29T10:42:29Z,"48.8749999547,2.35227574019",Paris,NA
14026,Plantes - Moulin Vert,OUI,45,42,1,0,1,OUI,OUI,2020-05-29T10:42:54Z,"48.8300575531,2.32323020697",Paris,NA
5015,Epée de Bois - Mouffetard,OUI,63,50,13,11,2,OUI,OUI,2020-05-29T10:42:30Z,"48.8415086904,2.35006671399",Paris,NA
12156,Niger - Soult,OUI,24,17,6,2,4,OUI,OUI,2020-05-29T10:43:17Z,"48.8436990637,2.41036123722",Paris,NA
20001,Place de la Nation - Charonne,OUI,36,18,18,13,5,OUI,OUI,2020-05-29T10:43:32Z,"48.8483646678,2.39976238598",Paris,NA
16103,Traktir - Foch,OUI,22,16,5,2,3,OUI,OUI,2020-05-29T10:38:05Z,"48.8727553346,2.29154978025",Paris,NA
21953,Gare de Bellevue,OUI,20,10,10,0,10,OUI,OUI,2020-05-29T10:37:44Z,"48.8192404686,2.22953092307",Meudon,NA
31709,Place de la Fraternité,OUI,22,19,3,0,3,OUI,OUI,2020-05-29T10:43:02Z,"48.8571640584,2.42284744978",Montreuil,NA
3011,Turbigo - Réaumur,OUI,31,27,4,3,1,OUI,OUI,2020-05-29T10:43:11Z,"48.8655740475,2.35641986132",Paris,NA
23702,Hôtel de Ville de Chaville,OUI,20,19,1,0,1,OUI,OUI,2020-05-29T10:41:35Z,"48.8088714909,2.18813404441",Chaville,NA
22504,Château - République,OUI,20,13,7,4,3,OUI,OUI,2020-05-29T10:39:52Z,"48.905928,2.253629",La Garenne-Colombes,NA
2012,Choiseul - Quatre Septembre,OUI,44,24,20,20,0,OUI,OUI,2020-05-29T10:41:34Z,"48.8699355332,2.33599752188",Paris,NA
35005,Quai de l'Aisne - Général Leclerc,OUI,27,22,4,2,2,OUI,OUI,2020-05-29T10:37:44Z,"48.895713,2.400571",Pantin,NA
10201,Magenta - Chabrol,OUI,24,20,3,0,3,OUI,OUI,2020-05-29T10:43:14Z,"48.8764953509,2.35609900206",Paris,NA
23303,Gare de Robinson,OUI,30,19,11,9,2,OUI,OUI,2020-05-29T10:41:54Z,"48.7799259212,2.28182863444",Sceaux,NA
41103,Place de la vache noire,OUI,25,7,18,14,4,OUI,OUI,2020-05-29T10:42:28Z,"48.8104051706,2.32706040144",Arcueil,NA
19045,Macdonald - Césaria Evora,OUI,67,67,0,0,0,NON,NON,2019-06-14T19:50:28Z,"48.89883,2.37933",Paris,NA
11014,Place de la Nation - Taillebourg,OUI,47,29,12,9,3,OUI,OUI,2020-05-29T10:42:58Z,"48.8488408,2.3973043",Paris,NA
18101,Championnet,OUI,22,20,2,0,2,OUI,OUI,2020-05-29T10:42:33Z,"48.8953643,2.3498166",Paris,NA
16023,Passy - Place du Costa Rica,OUI,33,30,3,0,3,OUI,OUI,2020-05-29T10:40:05Z,"48.8584893,2.2839655",Paris,NA
16107,Benjamin Godard - Victor Hugo,OUI,35,28,7,3,4,OUI,OUI,2020-05-29T10:41:47Z,"48.865983,2.275725",Paris,NA
17041,Guersant - Gouvion-Saint-Cyr,OUI,39,30,9,5,4,OUI,OUI,2020-05-29T10:36:09Z,"48.8828777518,2.28766737081",Paris,NA
10013,Alibert - Jemmapes,OUI,60,58,2,0,2,OUI,OUI,2020-05-29T10:43:34Z,"48.871044052,2.36610446199",Paris,NA
21010,Silly - Galliéni,OUI,25,6,19,17,2,OUI,OUI,2020-05-29T10:41:59Z,"48.8355838387,2.23255008459",Boulogne-Billancourt,NA
14013,Liard - Amiral Mouchez,OUI,14,13,1,0,1,OUI,OUI,2020-05-29T10:36:25Z,"48.8214169,2.342167",Paris,NA
14002,Edgar Quinet - Raspail,OUI,46,44,2,0,2,OUI,OUI,2020-05-29T10:40:14Z,"48.8394026667,2.32971478254",Paris,NA
10115,Granges aux Belles,OUI,27,25,2,1,1,OUI,OUI,2020-05-29T10:34:24Z,"48.8761373391,2.36808449794",Paris,NA
9002,Abbeville - Faubourg Poissonnière,OUI,14,12,2,1,1,OUI,OUI,2020-05-29T10:43:14Z,"48.879223,2.349147",Paris,NA
6001,Institut de France,OUI,17,7,9,6,3,OUI,OUI,2020-05-29T10:41:53Z,"48.8576156786,2.33583135304",Paris,NA
45003,11 Novembre 1918 - 8 Mai 1945,OUI,36,14,22,6,16,OUI,OUI,2020-05-29T10:42:01Z,"48.8088953377,2.53824211657",Champigny-sur-Marne,NA
31022,Mairie de Montreuil,OUI,52,32,19,5,14,OUI,OUI,2020-05-29T10:41:50Z,"48.8613145276,2.44061440229",Montreuil,NA
15042,Henry Farman,OUI,16,4,12,10,2,OUI,OUI,2020-05-29T10:38:17Z,"48.8337243028,2.27138545364",Paris,NA
33102,Gabriel Péri - Francisco Ferrer,OUI,18,11,9,6,3,OUI,OUI,2020-05-29T10:42:54Z,"48.8863371024,2.40733891726",Le Pré-Saint-Gervais,NA
14138,Porte de Vanves,OUI,32,12,19,3,16,OUI,OUI,2020-05-29T10:43:34Z,"48.8280128494,2.30568788946",Paris,NA
22406,Guy Môquet - Etienne Dolet,OUI,23,16,7,1,6,OUI,OUI,2020-05-29T10:42:40Z,"48.8152700999,2.298078277",Malakoff,NA
21209,Molière - République,OUI,30,17,13,4,9,OUI,OUI,2020-05-29T10:42:29Z,"48.8111158139,2.31457386244",Montrouge,NA
14124,David Weill - Parc Montsouris,OUI,22,13,9,0,9,OUI,OUI,2020-05-29T10:42:30Z,"48.8210923743,2.33372569084",Paris,NA
15110,Place Robert Guillemard,OUI,24,6,18,15,3,OUI,OUI,2020-05-29T10:40:00Z,"48.8361917281,2.28112671601",Paris,NA
44003,Gabriel Péri - Danielle Casanova,OUI,20,14,6,3,3,OUI,OUI,2020-05-29T10:36:43Z,"48.790114,2.4025777",Vitry-sur-Seine,NA
14110,Abbé Carton - Plantes,OUI,25,13,12,4,8,OUI,OUI,2020-05-29T10:43:34Z,"48.8276738232,2.3209181428",Paris,NA
22016,Charles de Gaulle - Sablonville,OUI,26,20,6,1,5,OUI,OUI,2020-05-29T10:41:11Z,"48.8799192486,2.27637704462",Neuilly-sur-Seine,NA
9032,Mathurins - Auber,OUI,36,4,31,21,10,OUI,OUI,2020-05-29T10:43:02Z,"48.8729888407,2.32949842123",Paris,NA
15046,Parc Georges Brassens - Brancion,OUI,29,28,1,0,1,OUI,OUI,2020-05-29T10:40:07Z,"48.8322782927,2.30225700885",Paris,NA
11042,Grand Prieuré - Crussol,OUI,49,28,17,13,4,OUI,OUI,2020-05-29T10:41:14Z,"48.8646606279,2.36922655318",Paris,NA
31010,Stalingrad - Désiré Chevalier,OUI,42,38,4,0,4,OUI,OUI,2020-05-29T10:35:49Z,"48.8567016974,2.44507223368",Montreuil,NA
15025,Dupleix - du Guesclin,OUI,47,34,13,12,1,OUI,OUI,2020-05-29T10:43:23Z,"48.8514791041,2.29670953006",Paris,NA
24002,Gare de Courbevoie,OUI,36,18,18,11,7,OUI,OUI,2020-05-29T10:41:52Z,"48.8993867,2.2506506",Courbevoie,NA
16121,Jardin d'Acclimatation,OUI,33,26,6,5,1,OUI,OUI,2020-05-29T10:40:57Z,"48.8787722425,2.27077223361",Paris,NA
12034,Pirogues de Bercy - Libourne,OUI,49,35,14,10,4,OUI,OUI,2020-05-29T10:43:05Z,"48.832308,2.38637",Paris,NA
92003,Chanzy - Sud-Est,OUI,25,1,24,18,6,OUI,OUI,2020-05-29T10:43:33Z,"48.8889120377,2.19563215971",Nanterre,NA
14104,Boyer-Barret - Raymond Losserand,OUI,23,22,1,0,1,OUI,OUI,2020-05-29T10:42:58Z,"48.8332988023,2.31733839959",Paris,NA
43006,Vignerons - Minimes,OUI,29,21,8,5,3,OUI,OUI,2020-05-29T10:42:13Z,"48.841486,2.430793",Vincennes,NA
12011,Charenton - Place du Col Bourgoin,OUI,35,18,17,12,5,OUI,OUI,2020-05-29T10:43:07Z,"48.8448673196,2.38257893505",Paris,NA
41207,Place du Général de Gaulle,OUI,28,20,8,6,2,OUI,OUI,2020-05-29T10:43:29Z,"48.8525288,2.4877332",Fontenay-sous-Bois,NA
6018,Michelet - Assas,OUI,18,10,8,4,4,OUI,OUI,2020-05-29T10:42:46Z,"48.8427415028,2.3350211978",Paris,NA
12032,Porte Dorée,OUI,36,23,12,10,2,OUI,OUI,2020-05-29T10:40:15Z,"48.8354337,2.4077132",Paris,NA
6016,Danton - Serpente,OUI,22,13,9,7,2,OUI,OUI,2020-05-29T10:42:45Z,"48.8522973626,2.34141323715",Paris,NA
13046,Eugène Oudiné - Dessous Des Berges,OUI,44,38,6,4,2,OUI,OUI,2020-05-29T10:41:10Z,"48.8256423,2.3750226",Paris,NA
22102,Mont Valérien - Michel Salles,OUI,24,20,4,1,3,OUI,OUI,2020-05-29T10:43:00Z,"48.8561915,2.2152966",Saint-Cloud,NA
8051,Batignolles - Rome,OUI,15,12,2,2,0,OUI,OUI,2020-05-29T10:07:56Z,"48.8818233706,2.32025898993",Paris,NA
10114,Granges aux Belles - Hôpital Saint-Louis,OUI,60,41,17,13,4,OUI,OUI,2020-05-29T10:38:39Z,"48.8747949948,2.36666943698",Paris,NA
32603,Calmette,OUI,32,23,9,0,9,OUI,OUI,2020-05-29T10:38:58Z,"48.881049251,2.42499321699",Les Lilas,NA
11034,Parmentier - Fontaine au Roi,OUI,48,43,2,0,2,OUI,OUI,2020-05-29T10:43:32Z,"48.8678767055,2.37270597867",Paris,NA
1022,Danielle Casanova - Place Vendôme,OUI,37,3,32,22,10,OUI,OUI,2020-05-29T10:43:01Z,"48.8682664982,2.33048390597",Paris,NA
6031,Pierre Sarrazin - Saint-Michel,OUI,33,5,25,23,2,OUI,OUI,2020-05-29T10:43:27Z,"48.8509081464,2.34213072807",Paris,NA
8032,Matignon - Faubourg Saint-Honoré,OUI,36,3,33,26,7,OUI,OUI,2020-05-29T10:43:14Z,"48.8714785912,2.31397792697",Paris,NA
12129,Bois de Vincennes - Porte Jaune,OUI,35,26,9,8,1,OUI,OUI,2020-05-29T10:42:00Z,"48.8387512467,2.46054891497",Paris,NA
12105,Bercy - Villot,OUI,34,4,30,26,4,OUI,OUI,2020-05-29T10:43:23Z,"48.841795009,2.37678501848",Paris,NA
32011,Stade de France,OUI,44,33,11,7,4,OUI,OUI,2020-05-29T10:35:04Z,"48.9191419536,2.36206557602",Saint-Denis,NA
13126,Place Nationale - Château-des-Rentiers,OUI,18,14,4,4,0,OUI,OUI,2020-05-29T10:38:36Z,"48.829566,2.365053",Paris,NA
44007,Camille Groult - Guy Môquet,OUI,22,16,5,1,4,OUI,OUI,2020-05-29T10:39:01Z,"48.7874827465,2.39767257124",Vitry-sur-Seine,NA
13106,Bobillot - Paulin Mery,OUI,23,20,2,1,1,OUI,OUI,2020-05-29T10:43:18Z,"48.8298998417,2.35433567667",Paris,NA
15030,Emeriau - Beaugrenelle,OUI,74,30,44,42,2,OUI,OUI,2020-05-29T10:43:26Z,"48.8479124971,2.28430598974",Paris,NA
92001,Mairie de quartier du Plateau - Mont-Valérien,OUI,20,18,2,1,1,OUI,OUI,2020-05-29T10:41:10Z,"48.8799933,2.2072437",Nanterre,NA
15057,Lucien Bossoutrot - Général Martial Vallin,OUI,39,1,37,26,11,OUI,OUI,2020-05-29T10:43:34Z,"48.8369560463,2.27410722524",Paris,NA
15011,Cambronne - Villa Croix Nivert,OUI,62,55,7,4,3,OUI,OUI,2020-05-29T10:39:06Z,"48.8458475614,2.30175744742",Paris,NA
18041,Rochechouart - Martyrs,OUI,20,18,1,0,1,OUI,OUI,2020-05-29T10:42:55Z,"48.8821937796,2.34054956585",Paris,NA
15102,Square Bela Bartok,OUI,24,3,21,20,1,OUI,OUI,2020-05-29T10:40:35Z,"48.8512015683,2.28465367109",Paris,NA
10151,Gare du Nord - Faubourg Saint-Denis,OUI,28,25,2,1,1,OUI,OUI,2020-05-29T10:41:32Z,"48.8796127655,2.35684029758",Paris,NA
18030,Joseph Dijon - Ornano,OUI,37,34,3,2,1,OUI,OUI,2020-05-29T10:42:24Z,"48.8937445335,2.3476678133",Paris,NA
8116,Champs-Elysees - Bassano,OUI,25,7,18,7,11,OUI,OUI,2020-05-29T10:43:06Z,"48.8718118078,2.30023898184",Paris,NA
3102,Bourg l'Abbé - Saint-Martin,OUI,42,16,26,23,3,OUI,OUI,2020-05-29T10:42:30Z,"48.8639333195,2.3524062708",Paris,NA
13018,Bruant - Vincent Auriol,OUI,25,23,2,1,1,OUI,OUI,2020-05-29T10:43:18Z,"48.8348484529,2.36682649963",Paris,NA
23102,Hôtel de Ville,OUI,32,11,21,13,8,OUI,OUI,2020-05-29T10:41:51Z,"48.8243635613,2.21310473979",Sèvres,NA
